Name,Price,Link,Amenities,Long Term,Minimum Stay,City,Neighborhood,Location,Floor,Square Area,Bedrooms,Bathrooms,Security,Pool,Airconditioning,Parking,Balcony,Pets Allowed,Furnishing,Updated,Latitude,Longitude,Address,Province,Region,Rating,ReviewsCount,school,hospital,shopping_mall,supermarket,church,park,gym,restaurant,bank,pharmacy,police,subway_station,train_station,university,transit_station,bus_station
Fully Furnished 1 Bedroom Unit at Suntrust Capitol Plaza,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-unit-at-suntrust-capitol-plaza/d2d3b8c696&cl=1,Concierge; Pets Allowed; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Parking,"25,000 /Month",1 Year,Quezon City,Diliman,Suntrust Capitol Plaza,23,38,1,1,1,1,,1,,1,Fully Furnished,14-Aug-25,14.6450494,121.0506283,"Suntrust Capitol Plaza, Diliman, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
ALVEO High Park Tower 2 - New 2- Bedroom corner unit for rent,70000,https://rentpad.com.ph/long-term-rentals/quezon-city/alveo-high-park-tower-2---new--2-bedroom--corner-unit-for-rent/b07e819447&cl=1,Concierge; Gym; Study Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"70,000 /Month",1 Year,Quezon City,Diliman,High Park Vertis,20,88,2,3,1,1,,,1,,Semi Furnished,25-Aug-25,14.6476684,121.0384617,"Brgy Vertis, Terra Drive, Quezon City, Metro Manila, Philippines",,Metro Manila,3.8,17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Milan Residenze Studio Unit with Balcony Fully Furnished for RENT,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/milan-residenze-studio-unit-with-balcony-fully-furnished-for-ren/36cfee4c16&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"18,000 /Month",1 Months,Quezon City,Novaliches,Milan Residenze Fairview,28,21.92,0,1,1,1,,,1,,Fully Furnished,15-Aug-25,14.7353006,121.0590432,"Quezon City, Metro Manila, Philippines",,Metro Manila,4.3,32,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1BR Fully Furnished Unit with 2TB at Manhattan Parkview QC,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/1br-fully-furnished-unit-with-2tb-at-manhattan-parkview-qc/606b0dcb24&cl=1,Concierge; Jogging Trail; Gym; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"30,000 /Month",3 Months,Quezon City,Araneta Center Cubao,Manhattan Parkview,23,45,1,2,1,1,1,,,,Fully Furnished,13-Aug-25,14.6229078,121.0551885,"Manhattan Parkview, Cubao, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2BR Fully Furnished Unit for Rent,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/2br-fully-furnished-unit-for-rent/4ff8a66b78&cl=1,Jogging Trail; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"18,000 /Month",6 Months,Quezon City,Novaliches,Trees Residences,3,28.69,2,1,1,1,,,,,Fully Furnished,14-Aug-25,14.6817003,121.1002086,"114 Session Rd, Quezon City, 1126 Metro Manila, Philippines",,Metro Manila,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
1 BR Loft for Rent in Eastwood Legrand Tower 2 Furnished,60000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-br-loft-for-rent-in-eastwood-legrand-tower-2-furnished/c2a548880&cl=1,Concierge; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Balcony,"60,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood LeGrande Tower,17,65,1,2,1,1,,,1,,Fully Furnished,1-Sep-25,14.6075776,121.0818933,"1, 1800 Economia Road, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,165,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1BR with Balcony Furnished Unit at South Tower Zinnia Tower,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/1br-with-balcony-furnished-unit-at-south-tower-zinnia-tower/55d639b576&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony,"18,000 /Month",1 Year,Quezon City,North Avenue Area,Zinnia Towers,31,36,1,1,1,1,,1,1,1,Fully Furnished,8-May-25,14.6553416,121.015436,"1211 EDSA (Munoz), Balintawak, Quezon City, Zinnia Rd, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,117,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Magnolia Place 2BR Unit for Rent Tandang Sora QC,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/magnolia-place-2br-unit-for-rent-tandang-sora-qc/1a9b9e472&cl=1,Concierge; Gym; Swimming pool; Balcony,"20,000 /Month",1 Year,Quezon City,,Magnolia Place Condominium,3,47,0,1,,1,,,1,,Unfurnished,10-Aug-25,14.67955,121.0235238,"Tandang Sora Ave, Quezon City, Metro Manila, Philippines",,Metro Manila,4.4,297,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
2BR Unit in Grass Residences,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/2br-unit-in-grass-residences/27eb5c2427&cl=1,Concierge; Jogging Trail; Gym; Study Hall; 24/7 Security; Swimming pool,"35,000 /Month",,Quezon City,North Avenue Area,SM Grass Residences,,45,2,1,1,1,,,,,Fully Furnished,3-Apr-25,14.6600184,121.0282584,"Grass Residences, Nueva Viscaya, Bago Bantay, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
2BR Fully Furnished Unit for Rent at Infina Towers QC,37500,https://rentpad.com.ph/long-term-rentals/quezon-city/2br-fully-furnished-unit-for-rent-at-infina-towers-qc/15a24eef19&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"37,500 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,14,53,2,1,1,1,,,1,,Fully Furnished,4-Jul-25,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1BR Semi Furnished with Balcony at Grand Mesa Residences QC,19000,https://rentpad.com.ph/long-term-rentals/quezon-city/1br-semi-furnished-with-balcony-at-grand-mesa-residences-qc/741e05c076&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"19,000 /Month",6 Months,Quezon City,Fairview,Grand Mesa Residences,9,27.04,1,1,1,1,,,1,1,Semi Furnished,23-Aug-25,14.707315,121.0734253,"P34F+W9F, Quezon City, Metro Manila, Philippines",,Metro Manila,5,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Studio Furnished Unit for Rent with Full view of Swimming Pool,22000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-furnished-unit-for-rent-with-full-view-of-swimming-pool/60e81f8c86&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"22,000 /Month",6 Months,Quezon City,Araneta Center Cubao,Aurora Escalades,15,22.5,0,1,1,1,,,,,Semi Furnished,10-Aug-25,14.6817003,121.1002086,"114 Session , Quezon City, 1126 Metro Manila, Philippines",,Metro Manila,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
Affordable Unfurnished Executive Studio for Rent in Katipunan,15000,https://rentpad.com.ph/long-term-rentals/quezon-city/affordable-unfurnished-executive-studio-for-rent-in-katipunan/f65cec3f64&cl=1,Gym; Study Hall; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"15,000 /Month",1 Year,Quezon City,Loyola Heights,Studio A,28,28,1,1,1,1,,,,,Unfurnished,6-Aug-25,14.6565008,121.0170247,"Katipunan, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Semi Furnished 1 Bedroom with Parking at Skyline Premier,42000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-1-bedroom-with-parking-at-skyline-premier/893a0de563&cl=1,Concierge; Pets Allowed; Gym; 24/7 Security; Function Rooms; Swimming pool; Parking,"42,000 /Month",1 Year,Quezon City,New Manila,Skyline Premiere at One Balete,10,68,1,1,1,1,,1,,1,Semi Furnished,30-Aug-25,14.6153897,121.0399083,"1 Balete Drive, corner N. Domingo, Quezon City, 1111 Metro Manila, Philippines",,Metro Manila,4.5,33,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished 1BR Unit for Rent in Sm Grass Residences,15000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1br-unit-for-rent-in-sm-grass-residences/154161d121&cl=1,Jogging Trail; Multi-Purpose Hall; 24/7 Security; Function Rooms,"15,000 /Month",1 Year,Quezon City,North Avenue Area,SM Grass Residences,26,24,1,1,1,,,,,,Fully Furnished,31-Aug-25,14.659502,121.02806,"Misamis St Bago Bantay, Sto Cristo, Quezon City, 1105 Metro Manila, Philippines",,Metro Manila,4,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1BR Bare Trees Residences near SM Fairview QC,10000,https://rentpad.com.ph/long-term-rentals/quezon-city/1br-bare-trees-residences-near-sm-fairview-qc/119777d129&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; 24/7 Security; Function Rooms; Swimming pool,"10,000 /Month",6 Months,Quezon City,Novaliches,Trees Residences,2,23,1,1,1,1,,,,1,Semi Furnished,24-Aug-25,14.7337226,121.0567401,"SM City Fairview Annex 2 Quirino Highway, Corner Regalado Hwy, Novaliches, Quezon City, 1118 Metro Manila, Philippines",,Metro Manila,4.2,37,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
For Rent Condo Unit in Avida Vertis Sola,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/for-rent-condo-unit-in-avida-vertis-sola/bf20d27a93&cl=1,Concierge; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Swimming pool; Balcony; Storage Space,"25,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Sola,21,40,1,1,1,1,1,,1,,Unfurnished,8-Aug-25,14.7370265,121.0641113,"Quirino Hwy, Quezon City, 1118 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished Studio for Rent in Manhattan Heights Cubao,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-for-rent-in-manhattan-heights-cubao/5435e3aa82&cl=1,Jogging Trail; Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"20,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Manhattan Heights,21,28,0,1,1,1,,,1,,Fully Furnished,8-Aug-25,14.6205157,121.0572506,"13th General Romulo Hi-way, Araneta Center, Commercial Complex, Cubao, Quezon City, Metro Manila, Philippines",,Metro Manila,4.2,26,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Studio Furnished Unit for Rent with Full view of Swimming Pool,22000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-furnished-unit-for-rent-with-full-view-of-swimming-pool/895084a163&cl=1,Concierge; Jogging Trail; Gym; Study Hall; 24/7 Security; Function Rooms; Swimming pool,"22,000 /Month",6 Months,Quezon City,Araneta Center Cubao,Aurora Escalades,15,22.5,0,1,1,1,,,,,Semi Furnished,10-Aug-25,14.6817003,121.1002086,"114 Session , Quezon City, 1126 Metro Manila, Philippines",,Metro Manila,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
Semi Furnished Studio Unit at Vinia Residences for Rent,15000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-studio-unit-at-vinia-residences-for-rent/c7fec3c510&cl=1,Concierge; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"15,000 /Month",6 Months,Quezon City,North Avenue Area,Vinia Residences,14,22,0,1,1,1,,,,,Semi Furnished,8-Mar-25,14.6187628,121.0751912,"31 Twin Peak Dr, Project 4, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Fully Furnished New 1 Bedroom Unit in Eastwood Le Grand 3,32000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-new-1-bedroom-unit-in-eastwood-le-grand-3/db82695659&cl=1,Concierge; Jogging Trail; Gym; Play Room; 24/7 Security; Function Rooms; Swimming pool,"32,000 /Month",2 Months,Quezon City,Eastwood City,Eastwood Le Grand,11,41,1,1,1,1,,,,,Fully Furnished,7-Aug-25,14.607967,121.0811371,"Palm Tree Avenue, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.6,194,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Studio Penthouse Unit with Cityscape View in Avida Towers Vita,23000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-penthouse-unit-with-cityscape-view-in-avida-towers-vita/a060cc9261&cl=1,Jogging Trail; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"23,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Vita,23,23,0,1,1,1,,,,,Fully Furnished,8-Aug-25,14.646806,121.036889,"Estate, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,152,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
Studio Furnished Unit for Rent with Full View of Swimming Pool,22000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-furnished-unit-for-rent-with-full-view-of-swimming-pool/1e054ff151&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool,"22,000 /Month",6 Months,Quezon City,Araneta Center Cubao,Aurora Escalades,15,22.2,0,1,1,1,,,,,Semi Furnished,10-Aug-25,14.6817003,121.1002086,"114 Session , Quezon City, 1126 Metro Manila, Philippines",,Metro Manila,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
3BR Fully Furnished in Infina Towers,54000,https://rentpad.com.ph/long-term-rentals/quezon-city/3br-fully-furnished-in-infina-towers/1849a4ab51&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony,"54,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,,81.5,3,2,1,1,,1,1,,Fully Furnished,24-Jul-25,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished 1 Bedroom Unit at The Orabella for Rent,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-unit-at-the-orabella-for-rent/ffd502bb33&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Balcony,"35,000 /Month",1 Night,Quezon City,Araneta Center Cubao,The Orabella,24,38,1,1,1,1,,,1,1,Fully Furnished,5-Aug-25,14.622331,121.0637697,"21st Ave, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.3,65,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished Studio for Rent in Vinia Residences Quezon City,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-for-rent-in-vinia-residences-quezon-city/1703705e55&cl=1,Concierge; Gym; Multi-Purpose Hall; 24/7 Security; Swimming pool,"18,000 /Month",6 Months,Quezon City,North Avenue Area,Vinia Residences,24,22,0,1,1,1,,,,,Fully Furnished,8-Mar-25,14.6511737,121.0325504,"Philam, Quezon City, Metro Manila, Philippines",,Metro Manila,4,136,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1BR Furnished Unit at Infina Towers QC,22000,https://rentpad.com.ph/long-term-rentals/quezon-city/1br-furnished-unit-at-infina-towers-qc/c8f2535419&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"22,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,32,27.5,1,1,1,1,,,1,,Fully Furnished,9-Jul-25,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Near Ateneo katipunan One bedroom Blue Residences,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/near-ateneo-katipunan-one-bedroom-blue-residences/60de16c929&cl=1,Concierge; Study Hall; 24/7 Security; Swimming pool,"18,000 /Month",1 Year,Quezon City,Loyola Heights,Blue Residences,11,25,1,1,1,1,,,,,Fully Furnished,10-Jul-25,14.6328075,121.0747453,"41 Katipunan Ave, Quezon City, 1108 Metro Manila, Philippines",,Metro Manila,4.3,396,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Blue Residences Katipunan Studio Condo for Rent near Ateneo,16000,https://rentpad.com.ph/long-term-rentals/quezon-city/blue-residences-katipunan-studio-condo-for-rent-near-ateneo/d451855b63&cl=1,,"16,000 /Month",6 Months,Quezon City,Loyola Heights,Blue Residences,8,21,0,1,,,,,,,Fully Furnished,13-Jan-25,14.6328075,121.0747453,"41 Katipunan Ave, Quezon City, 1108 Metro Manila, Philippines",,Metro Manila,4.3,396,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
For Rent Commercial Unit At Symphony Tower 2,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/for-rent-commercial-unit-at-symphony-tower-2/c07017d995&cl=1,,"20,000 /Month",1 Year,Quezon City,Timog and South Triangle,Symphony Towers,2,28.58,0,1,,,,,,,Unfurnished,10-Sep-25,14.6341662,121.0413579,"Sgt. Esguerra Avenue, corner Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines",,Metro Manila,4.2,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnis Studio at Commonwealth QC,13500,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnis-studio-at-commonwealth-qc/b35eaf8a17&cl=1,Concierge; Jogging Trail; Gym; Study Hall; 24/7 Security; Function Rooms; Swimming pool; Balcony,"13,500 /Month",1 Year,Quezon City,Commonwealth Area,The Residences at Commonwealth by Century,5,20,0,1,1,1,,,1,,Fully Furnished,9-Sep-25,14.7010246,121.0879674,"Commonwealth, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Studio Furnished for Rent in Berkeley Residences,19000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-furnished-for-rent-in-berkeley-residences/2c576b8577&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"19,000 /Month",1 Year,Quezon City,Loyola Heights,Berkeley Residences,,22,0,1,1,1,1,,,,Fully Furnished,20-Aug-25,14.6446188,121.0740867,"Berkeley Residences, Escaler, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1 Bedroom Furnished For Rent in Avida Towers Sola,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-avida-towers-sola/2ec4534298&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"35,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Sola,,35,1,1,1,1,1,,,,Fully Furnished,20-Aug-25,14.6474332,121.0356739,"Along EDSA, Vertis North, Brgy, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4,23,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1 Bedroom Furnished for Rent in Eastwood Park Residences,27000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-eastwood-park-residences/d55ab49860&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"27,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Park Residences,18,40.5,1,1,1,1,1,,,,Fully Furnished,12-Aug-25,14.6097427,121.0803977,"17 Orchard Rd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,8,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Studio Furnished for Rent in High Park Vertis,28000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-furnished-for-rent-in-high-park-vertis/8368e94f32&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"28,000 /Month",1 Year,Quezon City,Diliman,High Park Vertis,,32,0,1,1,1,1,,,,Fully Furnished,20-Aug-25,14.6484198,121.0382333,"Hydra, Bagong Pag-asa, Quezon City, Metro Manila, Philippines",,Metro Manila,4.4,44,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1 Bedroom Furnished Unit for Rent in the Arton,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-unit-for-rent-in-the-arton/bef451ba20&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"35,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,,49,1,1,1,1,1,1,1,,Fully Furnished,20-Aug-25,14.6317311,121.0749915,"Aurora Blvd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Fully Furnished Studio Unit at One Eastwood Avenue for Rent,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-at-one-eastwood-avenue-for-rent/bb55d8b983&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Storage Space,"25,000 /Month",1 Year,Quezon City,Eastwood City,One Eastwood Avenue,31,37,0,1,1,1,1,1,,,Fully Furnished,9-Sep-25,14.6077212,121.0791733,"Tower One, One Eastwood Ave, Quezon City, 1110 Metro Manila, Philippines",,Metro Manila,4.4,120,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
3 Bedroom Townhouse Semi Furnished for Rent in Xavierville 2,45000,https://rentpad.com.ph/long-term-rentals/quezon-city/3-bedroom-townhouse-semi-furnished-for-rent-in-xavierville-2/79cd371730&cl=1,Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Parking; Storage Space,"45,000 /Month",1 Year,Quezon City,,,,220,3,2,1,,1,1,,,Semi Furnished,20-Aug-25,14.6389399,121.0691804,"Xavierville 2, 14 Nicanor Reyes, Quezon City, 1108 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
1 Bedroom Loft Furnished For Rent in Eastwood Le Grand Tower 2,55000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-loft-furnished-for-rent-in-eastwood-le-grand-tower-2/f64689bf70&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"55,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Le Grand,,67,1,1,1,1,1,,,,Fully Furnished,29-Aug-25,14.6075776,121.0818933,"1, 1800 Economia Road, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,165,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1 Bedroom Furnished for Rent in Golfhill Gardens Condo,37000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-golfhill-gardens-condo/ba789ca866&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"37,000 /Month",1 Year,Quezon City,,,,43.9,1,1,1,1,1,1,1,,Fully Furnished,20-Aug-25,14.6677675,121.0827899,"M39M+443, Capitol Hills Dr, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,44,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4 Bedrooms Townhouse for Rent in Cinco Hermanos Marikina,100000,https://rentpad.com.ph/long-term-rentals/quezon-city/4-bedrooms-townhouse-for-rent-in-cinco-hermanos-marikina/16d81a4140&cl=1,Pets Allowed; 24/7 Security; Parking,"100,000 /Month",1 Year,Quezon City,,,,220,4,4,1,,,1,,1,Unfurnished,10-Aug-25,14.682884,121.0353683,"Apocar Subdivision, 15 Ivory Street, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0
2 Bedroom Furnished for Rent in Grand Eastwood Palazzo,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/2-bedroom-furnished-for-rent-in-grand-eastwood-palazzo/bc4e075470&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"30,000 /Month",1 Year,Quezon City,Eastwood City,Grand Eastwood Palazzo,,50,2,1,1,1,1,,,,Fully Furnished,12-Aug-25,14.6096686,121.0784302,"Grand Eastwood Palazzo, Orchard Rd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Studio Furnished for Rent at Avida Towers Sola,21000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-furnished-for-rent-at-avida-towers-sola/db5cdfe132&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"21,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Sola,,23.1,0,1,1,1,1,,,,Fully Furnished,20-Aug-25,14.6474332,121.0356739,"Along EDSA, Vertis North, Brgy, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4,23,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
2 Bedroom Furnished For Rent at Eastwood Global Plaza,130000,https://rentpad.com.ph/long-term-rentals/quezon-city/2-bedroom-furnished-for-rent-at-eastwood-global-plaza/6903b29f49&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"130,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Global Plaza Luxury Residence,,90,2,1,1,1,1,,,,Fully Furnished,12-Aug-25,14.6074846,121.0815122,"Eastwood City, Eastwood Palm Tree Avenue, Bagumbayan, Quezon City, 1109 Metro Manila, Philippines",,Metro Manila,4.1,36,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
